,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",29215,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,HUMBLE.,"Kendrick Lamar",28350,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
3,"Shape of You","Ed Sheeran",28312,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",28260,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
5,"Something Just Like This","The Chainsmokers",21571,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",20763,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,"Stay (with Alessia Cara)",Zedd,19194,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
8,Cold,"Maroon 5",19160,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
9,"It Ain't Me (with Selena Gomez)",Kygo,18992,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
10,Passionfruit,Drake,17290,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
11,"Scared to Be Lonely","Martin Garrix",16868,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
12,DNA.,"Kendrick Lamar",16400,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
13,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",16080,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
14,Believer,"Imagine Dragons",16075,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
15,"Symphony (feat. Zara Larsson)","Clean Bandit",16013,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
16,"That's What I Like","Bruno Mars",15973,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
17,"There's Nothing Holdin' Me Back","Shawn Mendes",15922,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
18,"Mask Off",Future,15268,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
19,"SUBEME LA RADIO","Enrique Iglesias",15182,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
20,Issues,"Julia Michaels",13642,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
21,"You Don't Know Me - Radio Edit","Jax Jones",13516,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
22,Paris,"The Chainsmokers",13356,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
23,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",13298,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
24,"Sign of the Times","Harry Styles",12267,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
25,"Galway Girl","Ed Sheeran",12208,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
26,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,11844,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
27,"Solo Dance","Martin Jensen",11618,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
28,ELEMENT.,"Kendrick Lamar",11487,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
29,"I Feel It Coming","The Weeknd",11394,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
30,"Good Life (with G-Eazy & Kehlani)",G-Eazy,11165,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
31,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",11121,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
32,"Call On Me - Ryan Riback Extended Remix",Starley,10707,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
33,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",10345,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
34,"Olha a Explosão","MC Kevinho",10185,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
35,"Chantaje (feat. Maluma)",Shakira,10183,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
36,"LOVE. FEAT. ZACARI.","Kendrick Lamar",10109,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
37,"Chained To The Rhythm","Katy Perry",9930,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
38,Starboy,"The Weeknd",9762,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
39,"Se Não Acordar Amanhã",Piruka,9352,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
40,"Só Eu Sei",Virgul,9343,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
41,"Say You Won't Let Go","James Arthur",9290,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
42,"Green Light",Lorde,9246,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
43,"Não Se Passa Nada",Piruka,8815,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
44,"Castle on the Hill","Ed Sheeran",8744,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
45,"The One","The Chainsmokers",8402,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
46,"Wake N Bake",Regula,8150,https://open.spotify.com/track/5hmOBifAAsfEhUxtK6xiEb
47,Dialeto,"Diogo Piçarra",8055,https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p
48,"Hear Me Now",Alok,7755,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
49,"Now Or Never",Halsey,7671,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e
50,Heaven,"Richie Campbell",7664,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
51,"The Cure","Lady Gaga",7604,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
52,Location,Khalid,7597,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
53,YAH.,"Kendrick Lamar",7590,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni
54,Closer,"The Chainsmokers",7507,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
55,"No Promises (feat. Demi Lovato)","Cheat Codes",7306,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
56,"XXX. FEAT. U2.","Kendrick Lamar",7048,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF
57,PRIDE.,"Kendrick Lamar",7014,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg
58,História,"Diogo Piçarra",6842,https://open.spotify.com/track/14ngg5qaXPvt2rrPvMV1kC
59,"The Night We Met","Lord Huron",6841,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
60,Selfish,Future,6818,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
61,"Still Got Time",ZAYN,6718,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
62,LUST.,"Kendrick Lamar",6714,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp
63,FEEL.,"Kendrick Lamar",6675,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF
64,"iSpy (feat. Lil Yachty)",KYLE,6604,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
65,Congratulations,"Post Malone",6517,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
66,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",6325,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
67,"September Song","JP Cooper",6228,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
68,Touch,"Little Mix",6077,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
69,Attention,"Charlie Puth",5865,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
70,Rainha,Virgul,5759,https://open.spotify.com/track/47Sfqrh6K17VYJEagJMlki
71,"Fake Love",Drake,5611,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
72,"XO TOUR Llif3","Lil Uzi Vert",5533,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
73,Human,"Rag'n'Bone Man",5437,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
74,Unforgettable,"French Montana",5408,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
75,FEAR.,"Kendrick Lamar",5283,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6
76,"El Amante","Nicky Jam",5281,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
77,"Love On The Brain",Rihanna,5266,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
78,Loucos,"Matias Damásio",5199,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
79,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,5185,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
80,"Obsession (feat. Jon Bellion)",Vice,4877,https://open.spotify.com/track/5pvVAwQbuFoR7LkcicrKnk
81,Everyday,"Ariana Grande",4807,https://open.spotify.com/track/3FiE2d325mIOc4YjkSLVJR
82,"Já Não Falamos","Diogo Piçarra",4746,https://open.spotify.com/track/0A5Zv9pIbvI8d9Htu1NB2c
83,Perfect,"Ed Sheeran",4717,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
84,BLOOD.,"Kendrick Lamar",4639,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT
85,"do re mi",blackbear,4621,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
86,"Bad Bitch (feat. Ty Dolla $ign)","Bebe Rexha",4527,https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8
87,Portland,Drake,4455,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
88,"O Grave Bater","MC Kevinho",4450,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
89,"Deu Onda","MC G15",4438,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
90,"No Lie","Sean Paul",4393,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw
91,"One Dance",Drake,4385,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
92,"Me Rehúso","Danny Ocean",4321,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
93,Mercy,"Shawn Mendes",4315,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
94,"Lust for Life (with The Weeknd)","Lana Del Rey",4235,https://open.spotify.com/track/5LYQSNHZxEA880URXFHg6h
95,"Just Hold On","Steve Aoki",4225,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
96,"Let Me Love You","DJ Snake",4216,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
97,Starving,"Hailee Steinfeld",4214,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
