,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",49530,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,30310,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
3,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",28720,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
4,Paris,"The Chainsmokers",20931,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
5,"Chantaje (feat. Maluma)",Shakira,19710,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
6,"I Feel It Coming","The Weeknd",19129,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
7,Starboy,"The Weeknd",18902,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
8,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",18443,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
9,"Say You Won't Let Go","James Arthur",17650,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
10,"Scared to Be Lonely","Martin Garrix",16291,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
11,"Castle on the Hill","Ed Sheeran",16259,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
12,"Deu Onda","MC G15",14986,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
13,Human,"Rag'n'Bone Man",14525,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
14,Loucos,"Matias Damásio",14314,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
15,"Olha a Explosão","MC Kevinho",13251,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
16,"Se Não Acordar Amanhã",Piruka,13208,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
17,"Love Me Now","John Legend",13114,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
18,Mercy,"Shawn Mendes",12614,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
19,"Just Hold On","Steve Aoki",12608,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
20,"Call On Me - Ryan Riback Extended Remix",Starley,12287,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
21,Closer,"The Chainsmokers",11856,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
22,"Fake Love",Drake,11836,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
23,"Bad Things (with Camila Cabello)","Machine Gun Kelly",11722,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
