,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",34694,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,"Shape of You","Ed Sheeran",32755,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
3,HUMBLE.,"Kendrick Lamar",32474,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
4,"Something Just Like This","The Chainsmokers",23960,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
5,"It Ain't Me (with Selena Gomez)",Kygo,21404,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",21011,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,Cold,"Maroon 5",20440,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
8,DNA.,"Kendrick Lamar",20297,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
9,Paris,"The Chainsmokers",19518,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
10,"Stay (with Alessia Cara)",Zedd,18846,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
11,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",18620,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
12,"That's What I Like","Bruno Mars",18546,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
13,Passionfruit,Drake,17844,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
14,"Scared to Be Lonely","Martin Garrix",17476,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
15,ELEMENT.,"Kendrick Lamar",17205,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
16,Believer,"Imagine Dragons",16521,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
17,"SUBEME LA RADIO","Enrique Iglesias",16299,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
18,"You Don't Know Me - Radio Edit","Jax Jones",16256,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
