,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",22314,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"thank u, next","Ariana Grande",22112,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,20839,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
4,Cafeína,"Dj Dadda",20727,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",20535,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
6,"MIA (feat. Drake)","Bad Bunny",18306,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,"Teu Eternamente","Slow J",18064,https://open.spotify.com/track/5nXOacZiLz7b5Nds2Ouq9h
8,Sauce,Sippinpurpp,16727,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
9,"Without Me",Halsey,16623,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10,Shallow,"Lady Gaga",16053,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,Happier,Marshmello,15873,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"Água de Coco (Prod. Lhast)",ProfJam,15079,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
13,Better,Khalid,14899,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
14,"O Bebê","MC Kevinho",14392,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
15,"All I Want for Christmas Is You","Mariah Carey",13852,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
16,"Te Boté - Remix","Nio Garcia",13830,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
17,Miúda,"Holly Hood",12727,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
18,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",12481,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
19,"Sou Favela","MC Bruninho",12287,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
20,Moonlight,XXXTENTACION,12113,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
21,Natural,"Imagine Dragons",12007,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
22,"Lucid Dreams","Juice WRLD",11562,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
23,"Tou Bem (feat. Lhast)",ProfJam,11533,https://open.spotify.com/track/4c5yphfLxbguggPnS6Wibq
24,SAD!,XXXTENTACION,11429,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
25,"Agora é Tudo Meu","Dennis DJ",11285,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
26,"Happy Day","Deejay Telio",10747,https://open.spotify.com/track/4HkmUlLklTFzOIufppSf0e
27,"NÓS2 (feat. Deezy)",Bispo,10680,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
28,"Eastside (with Halsey & Khalid)","benny blanco",10492,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
29,"Love Someone","Lukas Graham",10064,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
30,"SICKO MODE","Travis Scott",9881,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
31,"Last Christmas",Wham!,9726,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
32,"In My Mind",Dynoro,9697,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
33,"Mafiosa (feat. Caroliina)",Lartiste,9695,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
34,"Better Now","Post Malone",9624,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
35,"Amor de Verdade","MC Kekel",9397,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
36,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",9319,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
37,Youngblood,"5 Seconds of Summer",9149,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
38,imagine,"Ariana Grande",9015,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
39,BAD!,XXXTENTACION,8944,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
40,"Santa Tell Me","Ariana Grande",8935,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
41,"Parado no Bailão","MC L da Vinte",8716,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
42,"Mo Bamba","Sheck Wes",8449,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
43,"23 de Maio","Wet Bed Gang",8396,https://open.spotify.com/track/6dtDzWzfREiF37jPhcfja5
44,"Mesa 8","Wet Bed Gang",7935,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
45,"Não Sinto","Wet Bed Gang",7860,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
46,"It's Beginning to Look a Lot Like Christmas","Michael Bublé",7786,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
47,"Vaina Loca",Ozuna,7761,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
48,"Jingle Bell Rock","Bobby Helms",7556,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
49,"Bohemian Rhapsody - Remastered 2011",Queen,7506,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
50,"Beautiful (feat. Camila Cabello)",Bazzi,7185,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
51,"Bad Liar","Imagine Dragons",7031,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
52,"Chaminé (Zara G)","Wet Bed Gang",6979,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
53,Rise,"Jonas Blue",6925,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
54,"Girls Like You (feat. Cardi B)","Maroon 5",6874,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
55,"Sendo Assim","Sam The Kid",6864,https://open.spotify.com/track/1PioBX3KlN13IXB014CFF6
56,Veneno,Anitta,6833,https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf
57,"when the party's over","Billie Eilish",6692,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
58,"Taste (feat. Offset)",Tyga,6447,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
59,"Jocelyn Flores",XXXTENTACION,6405,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
60,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,6405,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
61,Rain,mishlawi,6352,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
62,"In My Feelings",Drake,6117,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
63,"whoa (mind in awe)",XXXTENTACION,6037,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
64,"Going Bad (feat. Drake)","Meek Mill",6035,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
65,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",6026,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
66,"Woman Like Me (feat. Nicki Minaj)","Little Mix",5970,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
67,"It's the Most Wonderful Time of the Year","Andy Williams",5956,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
68,"Salto Alto",Piruka,5936,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
