,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",51276,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,28872,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
3,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",27141,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
4,"Chantaje (feat. Maluma)",Shakira,22474,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
5,Paris,"The Chainsmokers",21278,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
6,Starboy,"The Weeknd",20402,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
7,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",19809,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
8,"I Feel It Coming","The Weeknd",18565,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
9,"Deu Onda","MC G15",18368,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
10,"Say You Won't Let Go","James Arthur",17980,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
11,"Castle on the Hill","Ed Sheeran",16134,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
12,Loucos,"Matias Damásio",15829,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
13,Human,"Rag'n'Bone Man",15569,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
14,"Scared to Be Lonely","Martin Garrix",14961,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
15,"Se Não Acordar Amanhã",Piruka,14795,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
16,"Love Me Now","John Legend",14654,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
17,"Olha a Explosão","MC Kevinho",14590,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
18,Mercy,"Shawn Mendes",13154,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
19,Closer,"The Chainsmokers",12952,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
20,"Don't Wanna Know","Maroon 5",12779,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
21,"Just Hold On","Steve Aoki",12694,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
