,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",36784,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"Lucky You (feat. Joyner Lucas)",Eminem,21220,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
3,"Te Boté - Remix","Nio Garcia",20677,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
4,"I Love It (& Lil Pump)","Kanye West",19756,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
5,"In My Feelings",Drake,19681,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
6,Cafeína,"Dj Dadda",18369,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
7,"Mafiosa (feat. Caroliina)",Lartiste,18351,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
8,"O Bebê","MC Kevinho",18130,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
9,"Lucid Dreams","Juice WRLD",18128,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
10,Natural,"Imagine Dragons",16810,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
11,"Eastside (with Halsey & Khalid)","benny blanco",16798,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,"In My Mind",Dynoro,15278,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
13,"Promises (with Sam Smith)","Calvin Harris",15104,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
14,"Girls Like You (feat. Cardi B)","Maroon 5",14597,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
15,"Amor de Verdade","MC Kekel",14506,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
16,"NÓS2 (feat. Deezy)",Bispo,14131,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
17,Happier,Marshmello,13991,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
18,SAD!,XXXTENTACION,13878,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
19,"Água de Coco (Prod. Lhast)",ProfJam,13369,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
20,Better,Khalid,13024,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
