,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",25449,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Faz Gostoso",Blaya,23377,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
3,"One Kiss (with Dua Lipa)","Calvin Harris",21476,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Better Now","Post Malone",20978,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"This Is America","Childish Gambino",20155,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
6,FRIENDS,Marshmello,19600,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,"God's Plan",Drake,18505,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
8,X,"Nicky Jam",18371,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",15812,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"Nice For What",Drake,15409,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
11,"Call Out My Name","The Weeknd",13849,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
12,"no tears left to cry","Ariana Grande",13598,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
13,"rockstar (feat. 21 Savage)","Post Malone",13140,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
14,"Love Lies (with Normani)",Khalid,12348,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
15,"Youth (feat. Khalid)","Shawn Mendes",11496,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
16,"I Like It","Cardi B",10708,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
17,"In My Blood","Shawn Mendes",10299,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
18,"All The Stars (with SZA)","Kendrick Lamar",10149,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
19,"The Middle",Zedd,10145,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
20,Paranoid,"Post Malone",9839,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
21,"FAKE LOVE",BTS,9658,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
