,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",33775,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"Devia Ir","Wet Bed Gang",31512,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
3,Cafeína,"Dj Dadda",28306,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
4,"O Bebê","MC Kevinho",25935,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
5,"MIA (feat. Drake)","Bad Bunny",25580,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
6,Shallow,"Lady Gaga",24527,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
7,Happier,Marshmello,21367,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,Better,Khalid,20935,https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX
9,"Te Boté - Remix","Nio Garcia",19359,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
10,"Lucid Dreams","Juice WRLD",17908,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
11,Natural,"Imagine Dragons",17748,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
12,Sauce,Sippinpurpp,17042,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
13,"Água de Coco (Prod. Lhast)",ProfJam,16521,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
14,Miúda,"Holly Hood",16229,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
15,"NÓS2 (feat. Deezy)",Bispo,16163,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
16,"Amor de Verdade","MC Kekel",15299,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
17,Youngblood,"5 Seconds of Summer",15175,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,"Falling Down - Bonus Track","Lil Peep",14824,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
19,"Without Me",Halsey,14751,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",14444,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
21,SAD!,XXXTENTACION,14334,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
22,"Better Now","Post Malone",14150,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
23,"Eastside (with Halsey & Khalid)","benny blanco",13689,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
24,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",13667,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
25,Moonlight,XXXTENTACION,13523,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
26,"Mafiosa (feat. Caroliina)",Lartiste,13393,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
27,"In My Mind",Dynoro,13230,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
28,"In My Feelings",Drake,13119,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
29,"Suncity (feat. Empress Of)",Khalid,12906,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
30,"SICKO MODE","Travis Scott",11995,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
31,"Kiss and Make Up","Dua Lipa",11916,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
32,"Mesa 8","Wet Bed Gang",11780,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
33,"Always Remember Us This Way","Lady Gaga",11580,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
34,"Promises (with Sam Smith)","Calvin Harris",11189,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
35,"Girls Like You (feat. Cardi B)","Maroon 5",10946,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
36,"Let You Love Me","Rita Ora",10751,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
37,"Sou Favela","MC Bruninho",10707,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
38,"Taste (feat. Offset)",Tyga,10597,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
39,"I Love It (& Lil Pump)","Kanye West",10567,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
40,Rise,"Jonas Blue",10522,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
41,"Chaminé (Zara G)","Wet Bed Gang",10108,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
42,"Beautiful (feat. Camila Cabello)",Bazzi,9978,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
43,"Electricity (with Dua Lipa)","Silk City",9805,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
44,"Não Sinto","Wet Bed Gang",9702,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
45,Rain,mishlawi,9634,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
46,"Vaina Loca",Ozuna,9622,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
47,BEBE,6ix9ine,9602,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
48,Nevermind,"Dennis Lloyd",8653,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
49,"Prova dos 9",Piruka,8653,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
50,"Solo (feat. Demi Lovato)","Clean Bandit",8200,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
51,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,8041,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
52,"Be Alright","Dean Lewis",8020,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
53,"Jocelyn Flores",XXXTENTACION,8007,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
54,"Sin Pijama","Becky G",7961,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
55,"Sendo Assim","Sam The Kid",7943,https://open.spotify.com/track/1PioBX3KlN13IXB014CFF6
56,"Lucky You (feat. Joyner Lucas)",Eminem,7919,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
57,"Love Lies (with Normani)",Khalid,7874,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
58,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,7819,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
59,"when the party's over","Billie Eilish",7603,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
60,"Mo Bamba","Sheck Wes",7400,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
61,"No Stylist","French Montana",7276,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
62,"Faz Gostoso",Blaya,7255,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
63,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",7180,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
64,"Venom - Music From The Motion Picture",Eminem,7169,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
65,"Sweet but Psycho","Ava Max",7040,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
66,"Woman Like Me (feat. Nicki Minaj)","Little Mix",6990,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
67,"Jackie Chan",Tiësto,6918,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
68,"One Kiss (with Dua Lipa)","Calvin Harris",6910,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
69,"Salto Alto",Piruka,6908,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
70,"I Like It","Cardi B",6875,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
71,Aleluia,"Wet Bed Gang",6809,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
72,changes,XXXTENTACION,6713,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
73,"rockstar (feat. 21 Savage)","Post Malone",6671,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
74,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",6597,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
75,"O Sol","Vitor Kley",6490,https://open.spotify.com/track/4lvGHfDuzfv9uDTHMrRMiH
76,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,6357,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
77,"God is a woman","Ariana Grande",6296,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
78,"Dona Maria","Thiago Brava",6276,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
79,"There's No Way (feat. Julia Michaels)",Lauv,6263,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
80,"Não Tens Visto","Wet Bed Gang",6261,https://open.spotify.com/track/3WzINtpiKu6mwJu8ax7EdC
81,"Ocean (feat. Khalid)","Martin Garrix",6206,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
82,"Love Someone","Lukas Graham",6164,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
83,"X - Remix","Nicky Jam",6156,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
84,"Mo Boy",Dillaz,6092,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
85,"God's Plan",Drake,6004,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
86,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",5981,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
87,Downtown,Anitta,5952,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
88,"Look What I Found","Lady Gaga",5756,https://open.spotify.com/track/1l9G7M8gNyQsgOGWZGoQsT
89,"Ruin My Life","Zara Larsson",5686,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
90,Nonstop,Drake,5634,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
91,"lovely (with Khalid)","Billie Eilish",5512,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
92,Believer,"Imagine Dragons",5365,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
93,Flames,"David Guetta",5307,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
94,Paraíso,"Diogo Piçarra",5279,https://open.spotify.com/track/4sVLQiRPPYRQ3AcPcXJSLg
95,"Ta Tum Tum","MC Kevinho",5193,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
96,"Wake Up in the Sky","Gucci Mane",5157,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
97,"Saturday Nights",Khalid,5141,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
98,"O Clima",Lhast,5134,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
99,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,5074,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
100,"Leave a Light On","Tom Walker",4995,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
101,"Everybody Dies In Their Nightmares",XXXTENTACION,4983,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
102,"I Like Me Better",Lauv,4961,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
103,"Consequences - orchestra","Camila Cabello",4943,https://open.spotify.com/track/1ArLnG0bHaHPXqf08sEKM0
104,"no tears left to cry","Ariana Grande",4937,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
105,"Look At Me!",XXXTENTACION,4922,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
106,REMEDY,Alesso,4882,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
107,"I'll Never Love Again - Film Version - Radio Edit","Lady Gaga",4880,https://open.spotify.com/track/3DKpA54hrFIdPN6AtL9HXa
108,Noticed,"Lil Mosey",4795,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
109,Polaroid,"Jonas Blue",4737,https://open.spotify.com/track/1wsLHgXJ4SKIfd5ePSX1hD
