,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",30145,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,Starboy,"The Weeknd",25277,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
3,"Castle on the Hill","Ed Sheeran",24230,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
4,"I Feel It Coming","The Weeknd",16637,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
5,"Say You Won't Let Go","James Arthur",16431,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
6,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",16358,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
7,Closer,"The Chainsmokers",16240,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
8,"Chantaje (feat. Maluma)",Shakira,15900,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
9,"24K Magic","Bruno Mars",15730,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,15204,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
11,"Ca Bu Fla Ma Nau",Piruka,14923,https://open.spotify.com/track/1VdIgUz8lT0JAsnMZRBHzz
12,"Let Me Love You","DJ Snake",14514,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
13,Mercy,"Shawn Mendes",14431,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
14,"Don't Wanna Know","Maroon 5",13907,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
15,Loucos,"Matias Damásio",13265,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
16,"One Dance",Drake,13208,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
17,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",13069,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
18,"Fake Love",Drake,12839,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
19,"My Way","Calvin Harris",11604,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
20,"Se Não Acordar Amanhã",Piruka,11553,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
21,"In the Name of Love","Martin Garrix",11194,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
22,"Black Beatles","Rae Sremmurd",11070,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
23,"Scars To Your Beautiful","Alessia Cara",10718,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
24,"Hear Me Now",Alok,10564,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
25,"Side To Side","Ariana Grande",10510,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
26,"Só Eu Sei",Virgul,10291,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
27,"Just Hold On","Steve Aoki",10054,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
28,"Love Me Now","John Legend",9985,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
29,"Treat You Better","Shawn Mendes",9900,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
30,Heathens,"Twenty One Pilots",9895,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
