,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",30574,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,"Shape of You","Ed Sheeran",28421,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
3,"Despacito - Remix","Luis Fonsi",27283,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
4,HUMBLE.,"Kendrick Lamar",26726,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
5,"Something Just Like This","The Chainsmokers",21395,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",19788,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,Cold,"Maroon 5",19229,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
8,"It Ain't Me (with Selena Gomez)",Kygo,18700,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
9,"Stay (with Alessia Cara)",Zedd,17999,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
10,Passionfruit,Drake,17274,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
11,"That's What I Like","Bruno Mars",16342,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
12,"SUBEME LA RADIO","Enrique Iglesias",16015,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
13,"Scared to Be Lonely","Martin Garrix",15949,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
14,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",15927,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
15,Believer,"Imagine Dragons",15809,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
16,"You Don't Know Me - Radio Edit","Jax Jones",15599,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
17,"Symphony (feat. Zara Larsson)","Clean Bandit",15211,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
18,DNA.,"Kendrick Lamar",15013,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
19,"Mask Off",Future,14989,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
20,Paris,"The Chainsmokers",14984,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
21,Issues,"Julia Michaels",13458,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
