,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",30188,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,"Shape of You","Ed Sheeran",27724,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
3,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",27577,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
4,HUMBLE.,"Kendrick Lamar",25958,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
5,"I'm the One","DJ Khaled",23618,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",22891,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,"Something Just Like This","The Chainsmokers",20788,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
8,"Stay (with Alessia Cara)",Zedd,20006,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
9,Cold,"Maroon 5",19406,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
10,"It Ain't Me (with Selena Gomez)",Kygo,19139,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
11,"There's Nothing Holdin' Me Back","Shawn Mendes",17416,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
12,Passionfruit,Drake,17342,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
13,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",17330,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
14,"Scared to Be Lonely","Martin Garrix",17126,https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh
15,Believer,"Imagine Dragons",16788,https://open.spotify.com/track/6VRghJeP6I0w1KxkdWFfIh
16,"Symphony (feat. Zara Larsson)","Clean Bandit",16785,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
17,"That's What I Like","Bruno Mars",16767,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
18,"Mask Off",Future,16265,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
19,"SUBEME LA RADIO","Enrique Iglesias",16022,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
20,DNA.,"Kendrick Lamar",14192,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
21,Issues,"Julia Michaels",13999,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
22,"Good Life (with G-Eazy & Kehlani)",G-Eazy,13612,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
23,"Sign of the Times","Harry Styles",13505,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV
24,Paris,"The Chainsmokers",12532,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
25,"You Don't Know Me - Radio Edit","Jax Jones",12018,https://open.spotify.com/track/4WrS6vezaPwOafKJmHqMEU
26,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,11492,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
27,"Call On Me - Ryan Riback Extended Remix",Starley,11444,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
28,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",11382,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
29,Attention,"Charlie Puth",11318,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
30,"I Feel It Coming","The Weeknd",11147,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
31,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",11145,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
32,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",10745,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
33,"Galway Girl","Ed Sheeran",10448,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
34,Chantaje,Shakira,10253,https://open.spotify.com/track/1WniHvhq9zTkny0WvGXX8o
35,"Olha a Explosão","MC Kevinho",10095,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
36,"Se Não Acordar Amanhã",Piruka,10050,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
37,"Solo Dance","Martin Jensen",9964,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
38,Heaven,"Richie Campbell",9943,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
39,"Só Eu Sei",Virgul,9918,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
40,Starboy,"The Weeknd",9890,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
41,"The Cure","Lady Gaga",9828,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
42,"Green Light",Lorde,9827,https://open.spotify.com/track/1WC5UN1U79gJlxGLYDGIO7
43,"No Promises (feat. Demi Lovato)","Cheat Codes",9726,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
44,ELEMENT.,"Kendrick Lamar",9648,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
45,"Não Se Passa Nada",Piruka,9514,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
46,"Say You Won't Let Go","James Arthur",9450,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
