,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",30939,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,26877,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",25686,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,"Devia Ir","Wet Bed Gang",24439,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
5,Shallow,"Lady Gaga",23505,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
6,Cafeína,"Dj Dadda",22548,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
7,"MIA (feat. Drake)","Bad Bunny",22316,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
8,"Without Me",Halsey,20257,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,Happier,Marshmello,19971,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,Better,Khalid,19565,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
11,Sauce,Sippinpurpp,17122,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
12,"Água de Coco (Prod. Lhast)",ProfJam,16395,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
13,"Teu Eternamente","Slow J",16387,https://open.spotify.com/track/5nXOacZiLz7b5Nds2Ouq9h
14,"O Bebê","MC Kevinho",16298,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
15,Natural,"Imagine Dragons",15425,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
16,"Te Boté - Remix","Nio Garcia",15253,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
17,Miúda,"Holly Hood",14137,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
18,"Bad Liar","Imagine Dragons",13836,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
19,"Eastside (with Halsey & Khalid)","benny blanco",13542,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
20,"NÓS2 (feat. Deezy)",Bispo,13473,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
21,"Lucid Dreams","Juice WRLD",13217,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
22,Moonlight,XXXTENTACION,13192,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",12907,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
24,"Better Now","Post Malone",12783,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
25,Youngblood,"5 Seconds of Summer",12683,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
26,"Sou Favela","MC Bruninho",12569,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
27,"Love Someone","Lukas Graham",12557,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
28,SAD!,XXXTENTACION,12462,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
29,"Amor de Verdade","MC Kekel",12091,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
30,"In My Mind",Dynoro,11786,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
31,"SICKO MODE","Travis Scott",11516,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
