,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,26672,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",25876,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"thank u, next","Ariana Grande",24685,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,Cafeína,"Dj Dadda",24418,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
5,"Devia Ir","Wet Bed Gang",22710,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
6,"MIA (feat. Drake)","Bad Bunny",21159,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,Shallow,"Lady Gaga",20407,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,Happier,Marshmello,18847,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,Sauce,Sippinpurpp,18329,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
10,"O Bebê","MC Kevinho",17090,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
11,"Água de Coco (Prod. Lhast)",ProfJam,16122,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
12,Better,Khalid,15806,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
13,Natural,"Imagine Dragons",15778,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
14,"Without Me",Halsey,15072,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
15,Moonlight,XXXTENTACION,14739,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
16,"Te Boté - Remix","Nio Garcia",14517,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
17,Miúda,"Holly Hood",14147,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
18,"Lucid Dreams","Juice WRLD",14016,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
19,"NÓS2 (feat. Deezy)",Bispo,13025,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
20,"Sou Favela","MC Bruninho",12964,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
21,"Eastside (with Halsey & Khalid)","benny blanco",12936,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
22,SAD!,XXXTENTACION,12636,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
23,Youngblood,"5 Seconds of Summer",12409,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
24,"In My Mind",Dynoro,12135,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
25,"Better Now","Post Malone",11936,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
26,"SICKO MODE","Travis Scott",11635,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
27,BAD!,XXXTENTACION,11146,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
