,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",28708,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,"Shape of You","Ed Sheeran",25451,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
3,"Despacito - Remix","Luis Fonsi",24553,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
4,HUMBLE.,"Kendrick Lamar",21182,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
5,"Something Just Like This","The Chainsmokers",18779,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",17211,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,Cold,"Maroon 5",16893,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
8,"It Ain't Me (with Selena Gomez)",Kygo,16512,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
9,Passionfruit,Drake,16214,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
10,"Stay (with Alessia Cara)",Zedd,15081,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
11,"That's What I Like","Bruno Mars",14603,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
12,"SUBEME LA RADIO","Enrique Iglesias",14560,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
13,"You Don't Know Me - Radio Edit","Jax Jones",13969,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
14,"Scared to Be Lonely","Martin Garrix",13890,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
15,Paris,"The Chainsmokers",13806,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
16,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",13606,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
17,Believer,"Imagine Dragons",13521,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
18,"Symphony (feat. Zara Larsson)","Clean Bandit",12758,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
19,DNA.,"Kendrick Lamar",12189,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
