,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,39242,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Devia Ir","Wet Bed Gang",36872,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
3,"Mafiosa (feat. Caroliina)",Lartiste,25893,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
4,"Te Boté - Remix","Nio Garcia",21846,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
5,"Amor de Verdade","MC Kekel",20436,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
6,SAD!,XXXTENTACION,20100,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"Lucid Dreams","Juice WRLD",19525,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,18593,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
9,"Girls Like You (feat. Cardi B)","Maroon 5",18280,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
10,"Better Now","Post Malone",17343,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"Solo (feat. Demi Lovato)","Clean Bandit",16891,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
12,"One Kiss (with Dua Lipa)","Calvin Harris",15923,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
13,"Taste (feat. Offset)",Tyga,15522,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
14,"No Brainer","DJ Khaled",15486,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
15,"Faz Gostoso",Blaya,15104,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
16,"I Like It","Cardi B",14722,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
17,STARGAZING,"Travis Scott",14636,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
18,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,14608,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
19,"Jackie Chan",Tiësto,14232,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
20,Rise,"Jonas Blue",13814,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
21,Youngblood,"5 Seconds of Summer",13380,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
22,"God's Plan",Drake,12799,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
23,"NÓS2 (feat. Deezy)",Bispo,12798,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
