,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",31102,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"Devia Ir","Wet Bed Gang",29289,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
3,"thank u, next","Ariana Grande",29019,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,27341,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
5,Shallow,"Lady Gaga",26897,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
6,Cafeína,"Dj Dadda",26661,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
7,"MIA (feat. Drake)","Bad Bunny",23882,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
8,Happier,Marshmello,22394,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,"O Bebê","MC Kevinho",21366,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
10,Natural,"Imagine Dragons",20687,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
11,Sauce,Sippinpurpp,18504,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
12,Better,Khalid,18223,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
13,"Te Boté - Remix","Nio Garcia",18012,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
14,"Água de Coco (Prod. Lhast)",ProfJam,17143,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
15,"Lucid Dreams","Juice WRLD",16466,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
16,"Without Me",Halsey,16325,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
17,Youngblood,"5 Seconds of Summer",15923,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,Moonlight,XXXTENTACION,15896,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,"NÓS2 (feat. Deezy)",Bispo,15784,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
20,"Eastside (with Halsey & Khalid)","benny blanco",14765,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
21,"SICKO MODE","Travis Scott",14697,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
22,"In My Mind",Dynoro,14146,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
23,"Bad Liar","Imagine Dragons",14141,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
24,SAD!,XXXTENTACION,13985,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
25,"Falling Down - Bonus Track","Lil Peep",13963,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
26,BAD!,XXXTENTACION,13868,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
27,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",13859,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
28,Miúda,"Holly Hood",13684,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
29,"Better Now","Post Malone",13572,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
30,"Mafiosa (feat. Caroliina)",Lartiste,13165,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
31,"Amor de Verdade","MC Kekel",13019,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
32,"Sou Favela","MC Bruninho",12387,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
33,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",12101,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
34,"when the party's over","Billie Eilish",11490,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
