,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,39039,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Amor de Verdade","MC Kekel",22862,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
3,SAD!,XXXTENTACION,21890,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,"One Kiss (with Dua Lipa)","Calvin Harris",20803,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,"Lucid Dreams","Juice WRLD",20546,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Mafiosa (feat. Caroliina)",Lartiste,19755,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
7,"Girls Like You (feat. Cardi B)","Maroon 5",18700,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,"Better Now","Post Malone",18577,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
9,"God is a woman","Ariana Grande",17619,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
10,"Solo (feat. Demi Lovato)","Clean Bandit",17194,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
11,"Don’t Matter To Me (with Michael Jackson)",Drake,17146,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
12,"I Like It","Cardi B",17137,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,16969,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
14,"Taste (feat. Offset)",Tyga,16886,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
15,"Te Boté - Remix","Nio Garcia",16729,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
16,X,"Nicky Jam",15574,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
17,"Jackie Chan",Tiësto,14769,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
18,"God's Plan",Drake,14607,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
19,Youngblood,"5 Seconds of Summer",14474,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
20,Medicina,Anitta,14091,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
21,"Faz Gostoso",Blaya,13900,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
22,"Ocean (feat. Khalid)","Martin Garrix",13295,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
23,Rise,"Jonas Blue",13251,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
24,Nonstop,Drake,12031,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
25,"Nice For What",Drake,11995,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
26,"Born To Be Yours",Kygo,11586,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
27,Moonlight,XXXTENTACION,11432,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
28,"Sin Pijama","Becky G",11406,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
29,FRIENDS,Marshmello,10956,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
30,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,10918,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
31,changes,XXXTENTACION,10657,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
32,"Jocelyn Flores",XXXTENTACION,10107,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",10025,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
34,"rockstar (feat. 21 Savage)","Post Malone",9810,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
35,"X - Remix","Nicky Jam",9766,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
36,"no tears left to cry","Ariana Grande",9750,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
37,"NÓS2 (feat. Deezy)",Bispo,9478,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
38,Flames,"David Guetta",9306,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
39,"Psycho (feat. Ty Dolla $ign)","Post Malone",9231,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
40,"Só Quer Vrau","MC MM",8999,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
41,"Devia Ir","Wet Bed Gang",8956,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
42,"Ta Tum Tum","MC Kevinho",8673,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
43,"lovely (with Khalid)","Billie Eilish",8592,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
44,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,8478,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
45,"Eastside (with Halsey & Khalid)","benny blanco",8444,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
46,Natural,"Imagine Dragons",8343,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
47,"Bed (feat. Ariana Grande)","Nicki Minaj",8290,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
48,"Summertime Magic","Childish Gambino",8215,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
49,"In My Blood","Shawn Mendes",8182,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
50,"I'm Upset",Drake,7840,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
51,Downtown,Anitta,7833,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
52,Body,"Loud Luxury",7634,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
53,APESHIT,"The Carters",7598,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
54,"Look Alive (feat. Drake)","BlocBoy JB",7478,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
55,"Romance Com Safadeza","Wesley Safadão",7473,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
56,Nevermind,"Dennis Lloyd",6917,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
57,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,6827,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
58,"Dona Maria","Thiago Brava",6785,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
59,"Love Lies (with Normani)",Khalid,6685,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
