,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",47917,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,Starboy,"The Weeknd",25296,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
3,"Chantaje (feat. Maluma)",Shakira,21643,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,21060,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
5,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",20935,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
6,Paris,"The Chainsmokers",19518,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
7,"I Feel It Coming","The Weeknd",19213,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
8,"Say You Won't Let Go","James Arthur",18545,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
9,"Castle on the Hill","Ed Sheeran",17937,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
10,Mercy,"Shawn Mendes",16202,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
11,"Don't Wanna Know","Maroon 5",15950,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
12,"Deu Onda","MC G15",15835,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
13,Loucos,"Matias Damásio",14572,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
14,Closer,"The Chainsmokers",14550,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
15,"Se Não Acordar Amanhã",Piruka,14147,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
16,"Let Me Love You","DJ Snake",14037,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
17,"24K Magic","Bruno Mars",13984,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
18,"Fake Love",Drake,13950,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
19,"Love Me Now","John Legend",13452,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
20,"One Dance",Drake,13133,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
21,"Scars To Your Beautiful","Alessia Cara",13051,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
22,"Just Hold On","Steve Aoki",12854,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
23,"Bad Things (with Camila Cabello)","Machine Gun Kelly",12260,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
24,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",12027,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
25,"Não Se Passa Nada",Piruka,11769,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
26,"Hear Me Now",Alok,11739,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
27,"Só Eu Sei",Virgul,11722,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
28,"Ca Bu Fla Ma Nau",Piruka,11597,https://open.spotify.com/track/1VdIgUz8lT0JAsnMZRBHzz
29,"Side To Side","Ariana Grande",11488,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
30,Human,"Rag'n'Bone Man",11370,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
31,"My Way","Calvin Harris",10549,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
32,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",10500,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
33,"In the Name of Love","Martin Garrix",10426,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
34,"Black Beatles","Rae Sremmurd",10339,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
35,Dialeto,"Diogo Piçarra",10064,https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p
36,"Call On Me - Ryan Riback Extended Remix",Starley,9994,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
37,Heathens,"Twenty One Pilots",9675,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
38,"La Bicicleta","Carlos Vives",9541,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU
39,"I Would Like","Zara Larsson",9521,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6
40,"Treat You Better","Shawn Mendes",9431,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
41,Starving,"Hailee Steinfeld",9419,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
42,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",9272,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
43,"Dancing On My Own","Calum Scott",9179,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
44,"Shed a Light","Robin Schulz",9076,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
45,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",8700,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
46,"All We Know","The Chainsmokers",8459,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
47,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,7925,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
48,"Don't Let Me Down","The Chainsmokers",7804,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
