,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,28598,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",28361,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,Cafeína,"Dj Dadda",26513,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
4,"thank u, next","Ariana Grande",26088,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
5,"Devia Ir","Wet Bed Gang",24976,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
6,"MIA (feat. Drake)","Bad Bunny",24486,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,Shallow,"Lady Gaga",24482,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,Happier,Marshmello,20650,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,Sauce,Sippinpurpp,20179,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
10,"O Bebê","MC Kevinho",19343,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
11,Natural,"Imagine Dragons",18290,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
12,Better,Khalid,18238,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
13,"Água de Coco (Prod. Lhast)",ProfJam,17442,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
14,"Te Boté - Remix","Nio Garcia",16327,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
15,Miúda,"Holly Hood",16068,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
16,"Without Me",Halsey,16039,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
17,Moonlight,XXXTENTACION,15119,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
18,"Lucid Dreams","Juice WRLD",14997,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
19,"NÓS2 (feat. Deezy)",Bispo,14330,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
20,"SICKO MODE","Travis Scott",14264,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
21,Youngblood,"5 Seconds of Summer",13904,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
22,"Eastside (with Halsey & Khalid)","benny blanco",13790,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
23,SAD!,XXXTENTACION,13387,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
24,"In My Mind",Dynoro,13371,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
25,"Sou Favela","MC Bruninho",13347,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
26,"Better Now","Post Malone",12922,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
27,BAD!,XXXTENTACION,12747,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
28,"Amor de Verdade","MC Kekel",12241,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
29,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",11867,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
30,"Bad Liar","Imagine Dragons",11861,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
31,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",11758,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
32,"Mafiosa (feat. Caroliina)",Lartiste,11108,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
33,"come out and play","Billie Eilish",11097,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
34,"Mo Bamba","Sheck Wes",10734,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
35,"Falling Down - Bonus Track","Lil Peep",10541,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
36,"Vaina Loca",Ozuna,10516,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
37,"Bohemian Rhapsody - Remastered 2011",Queen,10453,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
38,"In My Feelings",Drake,10410,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
39,"Let You Love Me","Rita Ora",10282,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
40,"Mesa 8","Wet Bed Gang",10069,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
41,"Woman Like Me (feat. Nicki Minaj)","Little Mix",10045,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
42,"when the party's over","Billie Eilish",9983,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
43,Veneno,Anitta,9791,https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf
44,"Sendo Assim","Sam The Kid",9652,https://open.spotify.com/track/1PioBX3KlN13IXB014CFF6
45,Rise,"Jonas Blue",9628,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
46,"Chaminé (Zara G)","Wet Bed Gang",9613,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
47,"Taste (feat. Offset)",Tyga,9058,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
48,"Love Someone","Lukas Graham",8908,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
49,"Always Remember Us This Way","Lady Gaga",8766,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
50,"Girls Like You (feat. Cardi B)","Maroon 5",8755,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
51,"Não Sinto","Wet Bed Gang",8529,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
52,"Beautiful (feat. Camila Cabello)",Bazzi,7932,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
53,"I Love It (& Lil Pump)","Kanye West",7771,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
54,Rain,mishlawi,7736,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
55,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,7568,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
56,"Promises (with Sam Smith)","Calvin Harris",7523,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
57,"Love Lies (with Normani)",Khalid,7337,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
58,"Sin Pijama","Becky G",7257,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
59,"Kiss and Make Up","Dua Lipa",7076,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
60,Nevermind,"Dennis Lloyd",7056,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
61,"Salto Alto",Piruka,6841,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
62,"Happy Now",Kygo,6824,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
63,Reggaeton,"J Balvin",6780,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
64,"Jocelyn Flores",XXXTENTACION,6766,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
65,"Dona Maria","Thiago Brava",6601,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
66,"Não Tens Visto","Wet Bed Gang",6578,https://open.spotify.com/track/3WzINtpiKu6mwJu8ax7EdC
67,"Ruin My Life","Zara Larsson",6550,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
68,"Suncity (feat. Empress Of)",Khalid,6507,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
69,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",6502,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
70,"Be Alright","Dean Lewis",6463,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
71,"lovely (with Khalid)","Billie Eilish",6454,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
72,"Jackie Chan",Tiësto,6423,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
73,BEBE,6ix9ine,6244,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
74,"God is a woman","Ariana Grande",6233,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
75,"One Kiss (with Dua Lipa)","Calvin Harris",6202,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
76,"Mo Boy",Dillaz,6188,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
77,changes,XXXTENTACION,6165,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
78,Aleluia,"Wet Bed Gang",6085,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
79,breathin,"Ariana Grande",6058,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
80,"Another One Bites The Dust - Remastered 2011",Queen,6042,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
81,"Ocean (feat. Khalid)","Martin Garrix",5990,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
82,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,5972,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
83,"rockstar (feat. 21 Savage)","Post Malone",5949,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
84,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,5926,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
85,"X - Remix","Nicky Jam",5750,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
86,"Only Want You","Rita Ora",5611,https://open.spotify.com/track/2CTN6UuO2dNEVZXR0DJVk2
87,"Solo (feat. Demi Lovato)","Clean Bandit",5529,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
88,"Prova dos 9",Piruka,5519,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
89,"Sweet but Psycho","Ava Max",5455,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
90,Believer,"Imagine Dragons",5361,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
91,"O Clima",Lhast,5338,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
92,"O Sol","Vitor Kley",5336,https://open.spotify.com/track/4lvGHfDuzfv9uDTHMrRMiH
93,"God's Plan",Drake,5277,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
94,"Say My Name","David Guetta",5273,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
95,"Wake Up in the Sky","Gucci Mane",5254,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
96,"Dr. Bayard","Mike El Nite",5092,https://open.spotify.com/track/4SqAddoPI8dLe48Pxh6fdO
97,"Tempo Antigo","Apollo G",4921,https://open.spotify.com/track/7oroVaobo7Yekgq2jxuYeU
98,"Somebody To Love - Remastered 2011",Queen,4920,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf
