,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,41459,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,SAD!,XXXTENTACION,23899,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,"Amor de Verdade","MC Kekel",22978,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
4,"Lucid Dreams","Juice WRLD",21562,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
5,"Devia Ir","Wet Bed Gang",20809,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
6,"Mafiosa (feat. Caroliina)",Lartiste,20297,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
7,"Girls Like You (feat. Cardi B)","Maroon 5",19290,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,"One Kiss (with Dua Lipa)","Calvin Harris",19277,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
9,"Better Now","Post Malone",18837,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"Taste (feat. Offset)",Tyga,18068,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
11,"I Like It","Cardi B",18042,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
12,"Solo (feat. Demi Lovato)","Clean Bandit",17453,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
13,"Te Boté - Remix","Nio Garcia",17227,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
14,"God is a woman","Ariana Grande",16378,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
15,"Don’t Matter To Me (with Michael Jackson)",Drake,16340,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
16,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,16156,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
17,"God's Plan",Drake,14729,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
18,Youngblood,"5 Seconds of Summer",14508,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,Rise,"Jonas Blue",14494,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
20,"Jackie Chan",Tiësto,14097,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
21,"Faz Gostoso",Blaya,14050,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
22,X,"Nicky Jam",14043,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
23,"Ocean (feat. Khalid)","Martin Garrix",13224,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
