,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",30233,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"Devia Ir","Wet Bed Gang",27316,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
3,Cafeína,"Dj Dadda",25701,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
4,Shallow,"Lady Gaga",24178,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
5,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,23679,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
6,"MIA (feat. Drake)","Bad Bunny",23570,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,"O Bebê","MC Kevinho",22629,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
8,Happier,Marshmello,19448,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,Better,Khalid,19243,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
10,"Te Boté - Remix","Nio Garcia",17407,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
11,"Lucid Dreams","Juice WRLD",16794,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
12,Natural,"Imagine Dragons",15888,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
13,"Água de Coco (Prod. Lhast)",ProfJam,15206,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
14,Sauce,Sippinpurpp,14742,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
15,Miúda,"Holly Hood",14498,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
16,"NÓS2 (feat. Deezy)",Bispo,14431,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
17,Youngblood,"5 Seconds of Summer",14332,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,"Amor de Verdade","MC Kekel",14182,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
19,SAD!,XXXTENTACION,13189,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
20,"Eastside (with Halsey & Khalid)","benny blanco",12987,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
21,"Better Now","Post Malone",12875,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
22,"Falling Down - Bonus Track","Lil Peep",12594,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
23,"Without Me",Halsey,12498,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
24,Moonlight,XXXTENTACION,12300,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
25,"In My Feelings",Drake,11897,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
26,"SICKO MODE","Travis Scott",11815,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
27,"Mafiosa (feat. Caroliina)",Lartiste,11726,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
28,"In My Mind",Dynoro,11575,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
29,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",11315,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
30,"Always Remember Us This Way","Lady Gaga",10842,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
31,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",10773,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
32,"Mesa 8","Wet Bed Gang",10710,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
33,"Suncity (feat. Empress Of)",Khalid,10488,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
34,"Sou Favela","MC Bruninho",10076,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
35,"Kiss and Make Up","Dua Lipa",10044,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
36,"Promises (with Sam Smith)","Calvin Harris",9997,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
37,"Let You Love Me","Rita Ora",9837,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
38,"Girls Like You (feat. Cardi B)","Maroon 5",9649,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
39,"Taste (feat. Offset)",Tyga,9647,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
40,Rise,"Jonas Blue",9305,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
41,"when the party's over","Billie Eilish",9304,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
42,"I Love It (& Lil Pump)","Kanye West",9142,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
43,"Beautiful (feat. Camila Cabello)",Bazzi,8885,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
44,"Vaina Loca",Ozuna,8774,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
45,"Chaminé (Zara G)","Wet Bed Gang",8617,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
46,"Não Sinto","Wet Bed Gang",8600,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
47,BEBE,6ix9ine,8487,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
48,Rain,mishlawi,8411,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
49,"Woman Like Me (feat. Nicki Minaj)","Little Mix",8308,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
50,Nevermind,"Dennis Lloyd",7930,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
51,"Electricity (with Dua Lipa)","Silk City",7927,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
52,"Jocelyn Flores",XXXTENTACION,7774,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
53,"Sin Pijama","Becky G",7602,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
54,"Sendo Assim","Sam The Kid",7533,https://open.spotify.com/track/1PioBX3KlN13IXB014CFF6
55,"Prova dos 9",Piruka,7434,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
56,"Love Lies (with Normani)",Khalid,7417,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
57,"Be Alright","Dean Lewis",7249,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
58,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,7142,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
59,"Solo (feat. Demi Lovato)","Clean Bandit",7134,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
60,changes,XXXTENTACION,7040,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
61,"Mo Bamba","Sheck Wes",6946,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
