,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",35632,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",31695,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"Devia Ir","Wet Bed Gang",30883,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
4,Cafeína,"Dj Dadda",28127,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
5,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,26931,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
6,Shallow,"Lady Gaga",25882,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
7,Natural,"Imagine Dragons",24890,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
8,"MIA (feat. Drake)","Bad Bunny",23925,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
9,"O Bebê","MC Kevinho",22818,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
10,Happier,Marshmello,22080,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
11,Sauce,Sippinpurpp,19144,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
12,"Te Boté - Remix","Nio Garcia",18623,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
13,"Bad Liar","Imagine Dragons",18066,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
14,Better,Khalid,17936,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
15,"Água de Coco (Prod. Lhast)",ProfJam,17484,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
16,"Lucid Dreams","Juice WRLD",17056,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
17,BAD!,XXXTENTACION,16952,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
18,Moonlight,XXXTENTACION,16559,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,Youngblood,"5 Seconds of Summer",15652,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
20,"NÓS2 (feat. Deezy)",Bispo,15636,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
21,"Without Me",Halsey,14938,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
22,"Falling Down - Bonus Track","Lil Peep",14894,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
23,SAD!,XXXTENTACION,14880,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
24,Miúda,"Holly Hood",14394,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
25,"Amor de Verdade","MC Kekel",14177,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
26,"Better Now","Post Malone",13937,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
27,"Eastside (with Halsey & Khalid)","benny blanco",13928,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
28,"Mafiosa (feat. Caroliina)",Lartiste,13529,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
29,"SICKO MODE","Travis Scott",13135,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
30,"In My Mind",Dynoro,13117,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
31,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",12666,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
32,"Sou Favela","MC Bruninho",12114,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
33,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",11947,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
34,"In My Feelings",Drake,11857,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
35,Veneno,Anitta,11664,https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf
36,"Mesa 8","Wet Bed Gang",11609,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
37,"Woman Like Me (feat. Nicki Minaj)","Little Mix",10941,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
38,"Always Remember Us This Way","Lady Gaga",10877,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
39,"when the party's over","Billie Eilish",10853,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
40,"Vaina Loca",Ozuna,10849,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
41,"Chaminé (Zara G)","Wet Bed Gang",10792,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
42,"Bohemian Rhapsody - Remastered 2011",Queen,10627,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
43,"Sendo Assim","Sam The Kid",10205,https://open.spotify.com/track/1PioBX3KlN13IXB014CFF6
44,"Taste (feat. Offset)",Tyga,10202,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
45,"Girls Like You (feat. Cardi B)","Maroon 5",9952,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
46,Rise,"Jonas Blue",9890,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
47,"Let You Love Me","Rita Ora",9884,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
48,"Não Sinto","Wet Bed Gang",9642,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
49,"I Love It (& Lil Pump)","Kanye West",9637,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
50,Rain,mishlawi,9307,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
51,"Mo Bamba","Sheck Wes",9151,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
52,"Suncity (feat. Empress Of)",Khalid,9083,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
53,"Sin Pijama","Becky G",8300,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
54,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,8266,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
55,Propaganda,Muse,8217,https://open.spotify.com/track/2sHLWUTiaBPGOIZinpqO4C
56,"Kiss and Make Up","Dua Lipa",8077,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
57,"Love Someone","Lukas Graham",7892,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
58,"Jocelyn Flores",XXXTENTACION,7881,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
59,"Prova dos 9",Piruka,7836,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
60,Machine,"Imagine Dragons",7763,https://open.spotify.com/track/4uGY9CqDtGtaTTLg1cgsWD
61,"Love Lies (with Normani)",Khalid,7550,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
62,"Promises (with Sam Smith)","Calvin Harris",7494,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
63,"God is a woman","Ariana Grande",7424,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
64,"Be Alright","Dean Lewis",7388,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
65,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","Imagine Dragons",7357,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi
66,breathin,"Ariana Grande",7353,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
67,Boomerang,"Imagine Dragons",7311,https://open.spotify.com/track/2B1fuWoWaYnCXbjYp1gXg5
68,Nevermind,"Dennis Lloyd",7293,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
69,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,7274,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
70,"Jackie Chan",Tiësto,7233,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
71,"Sex with My Ex","Lil Peep",7219,https://open.spotify.com/track/0H1Had94fszD13qsFsP1U5
72,"Salto Alto",Piruka,7204,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
73,changes,XXXTENTACION,7033,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
74,BEBE,6ix9ine,7019,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
75,"lovely (with Khalid)","Billie Eilish",6999,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
76,"Beautiful (feat. Camila Cabello)",Bazzi,6759,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
77,"Dona Maria","Thiago Brava",6716,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
78,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,6597,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
79,"Sweet but Psycho","Ava Max",6543,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
80,"One Kiss (with Dua Lipa)","Calvin Harris",6450,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
81,"Mo Boy",Dillaz,6423,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
82,"Não Tens Visto","Wet Bed Gang",6422,https://open.spotify.com/track/3WzINtpiKu6mwJu8ax7EdC
83,"rockstar (feat. 21 Savage)","Post Malone",6406,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
84,"X - Remix","Nicky Jam",6376,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
85,Aleluia,"Wet Bed Gang",6325,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
86,"Solo (feat. Demi Lovato)","Clean Bandit",6314,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
87,"Cool Out","Imagine Dragons",6289,https://open.spotify.com/track/6LXMUR2rpxFBDo6nilS3yX
88,"Another One Bites The Dust - Remastered 2011",Queen,6177,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
89,Believer,"Imagine Dragons",6037,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
90,Pressure,Muse,6026,https://open.spotify.com/track/3eSyMBd7ERw68NVB3jlRmW
91,"West Coast","Imagine Dragons",6004,https://open.spotify.com/track/2nkoWsTZa8LKPNGdjI5uxj
92,"Ruin My Life","Zara Larsson",5925,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
93,"Ocean (feat. Khalid)","Martin Garrix",5906,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
94,"Lucky You (feat. Joyner Lucas)",Eminem,5878,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
95,POP/STARS,K/DA,5783,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ
96,"God's Plan",Drake,5751,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
97,Algorithm,Muse,5685,https://open.spotify.com/track/7f0vVL3xi4i78Rv5Ptn2s1
98,"No Stylist","French Montana",5677,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
99,"O Sol","Vitor Kley",5612,https://open.spotify.com/track/4lvGHfDuzfv9uDTHMrRMiH
100,Downtown,Anitta,5610,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
101,"Ta Tum Tum","MC Kevinho",5593,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
102,"Bullet In A Gun","Imagine Dragons",5435,https://open.spotify.com/track/3R4Xk37WTagjzODMNEQLvs
103,"no tears left to cry","Ariana Grande",5416,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
