,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",25729,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"thank u, next","Ariana Grande",24471,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"Devia Ir","Wet Bed Gang",24155,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
4,Cafeína,"Dj Dadda",23779,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
5,"MIA (feat. Drake)","Bad Bunny",22683,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
6,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,20922,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
7,Shallow,"Lady Gaga",20548,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,"Without Me",Halsey,19767,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,"Agora é Tudo Meu","Dennis DJ",19202,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
10,"O Bebê","MC Kevinho",18659,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
11,Happier,Marshmello,18639,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"Happy Day","Deejay Telio",18584,https://open.spotify.com/track/4HkmUlLklTFzOIufppSf0e
13,"Te Boté - Remix","Nio Garcia",17816,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
14,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",17176,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
15,"Tou Bem (feat. Lhast)",ProfJam,16857,https://open.spotify.com/track/4c5yphfLxbguggPnS6Wibq
16,Better,Khalid,16800,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
17,"Teu Eternamente","Slow J",16057,https://open.spotify.com/track/5nXOacZiLz7b5Nds2Ouq9h
18,Sauce,Sippinpurpp,15513,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
19,"Sou Favela","MC Bruninho",15460,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
20,"Mafiosa (feat. Caroliina)",Lartiste,15315,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
21,"Água de Coco (Prod. Lhast)",ProfJam,14581,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
22,Wow.,"Post Malone",14136,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
23,"Eastside (with Halsey & Khalid)","benny blanco",13202,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
24,"Lucid Dreams","Juice WRLD",13099,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
25,"Amor de Verdade","MC Kekel",13098,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
26,"Parado no Bailão","MC L da Vinte",12428,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
27,Natural,"Imagine Dragons",12411,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
28,"SICKO MODE","Travis Scott",12365,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
29,SAD!,XXXTENTACION,12120,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
