,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",32048,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"Devia Ir","Wet Bed Gang",31179,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
3,Cafeína,"Dj Dadda",27928,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
4,"O Bebê","MC Kevinho",24810,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
5,Shallow,"Lady Gaga",22457,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
6,"MIA (feat. Drake)","Bad Bunny",21729,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,Better,Khalid,20891,https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX
8,Happier,Marshmello,20247,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,"Te Boté - Remix","Nio Garcia",18889,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
10,"Lucid Dreams","Juice WRLD",17873,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
11,Natural,"Imagine Dragons",17354,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
12,"NÓS2 (feat. Deezy)",Bispo,17116,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
13,Sauce,Sippinpurpp,16726,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
14,"Água de Coco (Prod. Lhast)",ProfJam,16629,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
15,"Amor de Verdade","MC Kekel",15114,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
16,Youngblood,"5 Seconds of Summer",14551,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,SAD!,XXXTENTACION,14545,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
18,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",14542,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
19,"Falling Down - Bonus Track","Lil Peep",14484,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
20,Miúda,"Holly Hood",14448,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
21,"Mafiosa (feat. Caroliina)",Lartiste,14281,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
22,"Better Now","Post Malone",13901,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
23,"Without Me",Halsey,13695,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
24,"In My Feelings",Drake,13371,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
25,"Eastside (with Halsey & Khalid)","benny blanco",13291,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
26,Moonlight,XXXTENTACION,13034,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
27,"Suncity (feat. Empress Of)",Khalid,12789,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
28,"Mesa 8","Wet Bed Gang",12516,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
29,"In My Mind",Dynoro,12515,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
30,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",12463,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
31,"Kiss and Make Up","Dua Lipa",12063,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
32,"Girls Like You (feat. Cardi B)","Maroon 5",11581,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
33,"SICKO MODE","Travis Scott",11499,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
34,"Promises (with Sam Smith)","Calvin Harris",11282,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
35,"Taste (feat. Offset)",Tyga,10738,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
36,Rise,"Jonas Blue",10512,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
37,"I Love It (& Lil Pump)","Kanye West",10503,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
38,Rain,mishlawi,10017,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
39,"Chaminé (Zara G)","Wet Bed Gang",9884,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
40,"Electricity (with Dua Lipa)","Silk City",9801,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
41,"Beautiful (feat. Camila Cabello)",Bazzi,9788,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
42,"Always Remember Us This Way","Lady Gaga",9737,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
43,"Sou Favela","MC Bruninho",9685,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
44,"Não Sinto","Wet Bed Gang",9681,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
45,"Let You Love Me","Rita Ora",9501,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
46,BEBE,6ix9ine,9440,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
47,"Vaina Loca",Ozuna,9278,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
48,"Prova dos 9",Piruka,9004,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
49,Nevermind,"Dennis Lloyd",8652,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
50,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,8542,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
51,"Solo (feat. Demi Lovato)","Clean Bandit",8395,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
52,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,8129,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
