,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,28275,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
2,"thank u, next","Ariana Grande",28088,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",27077,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,Shallow,"Lady Gaga",25803,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
5,Cafeína,"Dj Dadda",23895,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
6,"MIA (feat. Drake)","Bad Bunny",23281,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,"Devia Ir","Wet Bed Gang",22871,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
8,Happier,Marshmello,20951,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,Better,Khalid,20335,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
10,"Without Me",Halsey,18299,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
11,Natural,"Imagine Dragons",17343,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
12,Sauce,Sippinpurpp,17245,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
13,"O Bebê","MC Kevinho",17059,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
14,"Água de Coco (Prod. Lhast)",ProfJam,15821,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
15,"Te Boté - Remix","Nio Garcia",15212,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
16,Miúda,"Holly Hood",14517,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
17,"Eastside (with Halsey & Khalid)","benny blanco",14264,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
18,"SICKO MODE","Travis Scott",13953,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
19,Youngblood,"5 Seconds of Summer",13877,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
20,Moonlight,XXXTENTACION,13738,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
21,"Lucid Dreams","Juice WRLD",13634,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
22,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",13536,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
23,"NÓS2 (feat. Deezy)",Bispo,13219,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
24,"Better Now","Post Malone",12860,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
25,"Sou Favela","MC Bruninho",12801,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
26,"In My Mind",Dynoro,12707,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
27,"Bad Liar","Imagine Dragons",12649,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
28,SAD!,XXXTENTACION,12120,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
29,"when the party's over","Billie Eilish",11791,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
30,BAD!,XXXTENTACION,11646,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
31,"Amor de Verdade","MC Kekel",11456,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
32,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",11301,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
33,"Woman Like Me (feat. Nicki Minaj)","Little Mix",11278,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
34,"Love Someone","Lukas Graham",10774,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
35,"Bohemian Rhapsody - Remastered 2011",Queen,10544,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
36,"Mo Bamba","Sheck Wes",10348,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
37,Rise,"Jonas Blue",10122,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
38,"Falling Down - Bonus Track","Lil Peep",10103,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
