,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",33219,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"In My Feelings",Drake,26833,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
3,"Mafiosa (feat. Caroliina)",Lartiste,23009,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
4,"Te Boté - Remix","Nio Garcia",20896,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
5,"Lucid Dreams","Juice WRLD",18863,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Amor de Verdade","MC Kekel",16455,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
7,SAD!,XXXTENTACION,15705,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
8,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,15174,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
9,"Taste (feat. Offset)",Tyga,14553,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
10,"Girls Like You (feat. Cardi B)","Maroon 5",14347,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
11,"NÓS2 (feat. Deezy)",Bispo,12582,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
12,breathin,"Ariana Grande",12576,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
13,"God is a woman","Ariana Grande",12535,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
14,"Solo (feat. Demi Lovato)","Clean Bandit",12464,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
15,"Better Now","Post Malone",12321,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
16,"Faz Gostoso",Blaya,12139,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
17,Rise,"Jonas Blue",11901,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
18,Youngblood,"5 Seconds of Summer",11280,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,"I Like It","Cardi B",11210,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
20,"One Kiss (with Dua Lipa)","Calvin Harris",10899,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
21,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,10584,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
