,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",47673,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",45028,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,25068,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"It Ain't Me (with Selena Gomez)",Kygo,23409,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
5,"Something Just Like This","The Chainsmokers",22468,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
6,"Castle on the Hill","Ed Sheeran",22248,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
7,Paris,"The Chainsmokers",21865,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
8,Cold,"Maroon 5",21757,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
9,"Galway Girl","Ed Sheeran",20740,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
10,"Scared to Be Lonely","Martin Garrix",20329,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
11,"I Feel It Coming","The Weeknd",19210,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
12,"Olha a Explosão","MC Kevinho",18583,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
13,Believer,"Imagine Dragons",18194,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
14,"That's What I Like","Bruno Mars",17727,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
15,Perfect,"Ed Sheeran",17028,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
16,"Stay (with Alessia Cara)",Zedd,16388,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
17,"Chantaje (feat. Maluma)",Shakira,15937,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
18,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",15360,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
19,Starboy,"The Weeknd",15177,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
20,"Chained To The Rhythm","Katy Perry",15028,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
21,Issues,"Julia Michaels",14943,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
22,"Say You Won't Let Go","James Arthur",14655,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
23,"Green Light",Lorde,14531,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
24,Dive,"Ed Sheeran",14330,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
25,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",13522,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
26,Happier,"Ed Sheeran",13496,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
27,"Call On Me - Ryan Riback Extended Remix",Starley,13109,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
28,"Just Hold On","Steve Aoki",12122,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
29,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",11801,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
30,Human,"Rag'n'Bone Man",11440,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
31,"Deu Onda","MC G15",11245,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
32,"What Do I Know?","Ed Sheeran",11064,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
33,"Solo Dance","Martin Jensen",11034,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
34,"How Would You Feel (Paean)","Ed Sheeran",10946,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN
35,"New Man","Ed Sheeran",10926,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
36,"SUBEME LA RADIO","Enrique Iglesias",10787,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
37,Weak,AJR,10690,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
38,"I Got You","Bebe Rexha",10613,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
39,"Se Não Acordar Amanhã",Piruka,10340,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
40,Closer,"The Chainsmokers",10205,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
41,"How Far I'll Go - From ""Moana""","Alessia Cara",10059,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
42,Loucos,"Matias Damásio",10023,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
43,"Supermarket Flowers","Ed Sheeran",9745,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
44,Barcelona,"Ed Sheeran",9533,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU
45,"Não Se Passa Nada",Piruka,9515,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
46,"Love Me Now","John Legend",9016,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
47,Eraser,"Ed Sheeran",8747,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2
48,"Love On The Brain",Rihanna,8594,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
49,"You Don't Know Me - Radio Edit","Jax Jones",8555,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
50,"Fake Love",Drake,8480,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
51,"Let Me Love You","DJ Snake",8242,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
52,"24K Magic","Bruno Mars",8158,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
53,"iSpy (feat. Lil Yachty)",KYLE,7959,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
54,"All Night","The Vamps",7914,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW
55,"El Amante","Nicky Jam",7833,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
56,Congratulations,"Post Malone",7586,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
57,"Hearts Don't Break Around Here","Ed Sheeran",7549,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk
58,"Só Eu Sei",Virgul,7547,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
59,"Hear Me Now",Alok,7333,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
60,"All Time Low","Jon Bellion",6963,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
61,"Nancy Mulligan","Ed Sheeran",6880,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ
62,"One Dance",Drake,6726,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
63,História,"Diogo Piçarra",6524,https://open.spotify.com/track/14ngg5qaXPvt2rrPvMV1kC
64,Mercy,"Shawn Mendes",6522,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
65,"Save Myself","Ed Sheeran",6410,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj
66,"Reggaetón Lento (Bailemos)",CNCO,6403,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
67,"Scars To Your Beautiful","Alessia Cara",6386,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
68,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,6187,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
69,"Bibia Be Ye Ye","Ed Sheeran",6184,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2
70,"Mask Off",Future,6117,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
71,"Shed a Light","Robin Schulz",6105,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
72,"Ca Bu Fla Ma Nau",Piruka,5981,https://open.spotify.com/track/1VdIgUz8lT0JAsnMZRBHzz
73,"La Bicicleta","Carlos Vives",5946,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU
74,"Don't Wanna Know","Maroon 5",5858,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
75,Dialeto,"Diogo Piçarra",5822,https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p
76,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",5803,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
77,"Water Under the Bridge",Adele,5778,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y
78,Selfish,Future,5774,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
79,"Sunset Lover","Petit Biscuit",5714,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1
80,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",5550,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
81,"Bad Things (with Camila Cabello)","Machine Gun Kelly",5486,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
82,Starving,"Hailee Steinfeld",5441,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
83,"Bounce Back","Big Sean",5439,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
84,"Don't Leave",Snakehips,5377,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92
85,"In the Name of Love","Martin Garrix",5373,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
86,"September Song","JP Cooper",5332,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
87,History,"Olivia Holt",5251,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF
88,"My Way","Calvin Harris",5163,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
89,"Perfect Strangers","Jonas Blue",5157,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1
90,"Dancing On My Own","Calum Scott",4993,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
91,"Treat You Better","Shawn Mendes",4963,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
92,"Side To Side","Ariana Grande",4958,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
