,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",54658,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",44848,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,27214,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"Castle on the Hill","Ed Sheeran",25073,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
5,"It Ain't Me (with Selena Gomez)",Kygo,23776,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
6,Paris,"The Chainsmokers",23407,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
7,"Something Just Like This","The Chainsmokers",22420,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
8,"Scared to Be Lonely","Martin Garrix",20983,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
9,"Olha a Explosão","MC Kevinho",20260,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
10,Cold,"Maroon 5",19925,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
11,"I Feel It Coming","The Weeknd",19332,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
12,"Galway Girl","Ed Sheeran",18636,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
13,"Chantaje (feat. Maluma)",Shakira,17911,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
14,Believer,"Imagine Dragons",16861,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
15,Perfect,"Ed Sheeran",16840,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
16,Starboy,"The Weeknd",16262,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
17,"Say You Won't Let Go","James Arthur",16184,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
18,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",16140,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
19,"That's What I Like","Bruno Mars",15563,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
20,"How Would You Feel (Paean)","Ed Sheeran",14803,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN
21,Dive,"Ed Sheeran",14684,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
22,Issues,"Julia Michaels",14675,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
23,"Chained To The Rhythm","Katy Perry",14573,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
24,Happier,"Ed Sheeran",14100,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
25,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",13635,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
26,"Stay (with Alessia Cara)",Zedd,13518,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
27,Human,"Rag'n'Bone Man",13510,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
28,"Deu Onda","MC G15",13451,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
29,"Call On Me - Ryan Riback Extended Remix",Starley,13116,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
30,"What Do I Know?","Ed Sheeran",12647,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
31,"Just Hold On","Steve Aoki",12583,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
32,"New Man","Ed Sheeran",12103,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
33,"Green Light",Lorde,11960,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
34,"Se Não Acordar Amanhã",Piruka,11925,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
35,Loucos,"Matias Damásio",11681,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
36,Closer,"The Chainsmokers",11484,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
37,"Bad Things (with Camila Cabello)","Machine Gun Kelly",11153,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
38,"Solo Dance","Martin Jensen",11088,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
39,"Não Se Passa Nada",Piruka,10631,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
40,Eraser,"Ed Sheeran",10616,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2
41,"How Far I'll Go - From ""Moana""","Alessia Cara",10611,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
42,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",10423,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
43,"Supermarket Flowers","Ed Sheeran",10373,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
44,Barcelona,"Ed Sheeran",10291,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU
45,"Hearts Don't Break Around Here","Ed Sheeran",10276,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk
46,"Love Me Now","John Legend",10261,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
47,Weak,AJR,9833,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
48,"Let Me Love You","DJ Snake",9709,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
49,"I Got You","Bebe Rexha",9142,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
50,"Fake Love",Drake,9075,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
51,"Bibia Be Ye Ye","Ed Sheeran",9037,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2
52,"Save Myself","Ed Sheeran",8985,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj
