,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",54227,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",50701,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,26005,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"Something Just Like This","The Chainsmokers",23689,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
5,"It Ain't Me (with Selena Gomez)",Kygo,23505,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
6,Paris,"The Chainsmokers",23425,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
7,"Castle on the Hill","Ed Sheeran",21868,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
8,"Scared to Be Lonely","Martin Garrix",20921,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
9,"Olha a Explosão","MC Kevinho",20621,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
10,Cold,"Maroon 5",20459,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
11,"Galway Girl","Ed Sheeran",19111,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
12,"I Feel It Coming","The Weeknd",19081,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
13,Starboy,"The Weeknd",17542,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
14,"Chantaje (feat. Maluma)",Shakira,17400,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
15,Believer,"Imagine Dragons",17230,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
16,"Chained To The Rhythm","Katy Perry",16988,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
17,"That's What I Like","Bruno Mars",16212,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
18,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",15957,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
19,Perfect,"Ed Sheeran",15556,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
20,"Stay (with Alessia Cara)",Zedd,15251,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
