,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",36024,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",34190,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,Cafeína,"Dj Dadda",32446,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
4,"O Bebê","MC Kevinho",29456,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
5,"MIA (feat. Drake)","Bad Bunny",26580,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
6,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,24677,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
7,Shallow,"Lady Gaga",23998,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,Happier,Marshmello,22174,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,"Te Boté - Remix","Nio Garcia",22089,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
10,"Lucid Dreams","Juice WRLD",20234,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
11,Sauce,Sippinpurpp,19686,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
12,Better,Khalid,19318,https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX
13,"Água de Coco (Prod. Lhast)",ProfJam,18783,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
14,Natural,"Imagine Dragons",18482,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
15,Miúda,"Holly Hood",17737,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
16,"NÓS2 (feat. Deezy)",Bispo,17457,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
17,"Amor de Verdade","MC Kekel",17235,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
18,Youngblood,"5 Seconds of Summer",16800,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
