,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",34735,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"Te Boté - Remix","Nio Garcia",19048,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
3,"In My Feelings",Drake,19002,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
4,"Lucky You (feat. Joyner Lucas)",Eminem,18648,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
5,"Mafiosa (feat. Caroliina)",Lartiste,18083,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
6,"Lucid Dreams","Juice WRLD",16842,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"I Love It (& Lil Pump)","Kanye West",16628,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
8,"O Bebê","MC Kevinho",15716,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
9,Cafeína,"Dj Dadda",15431,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
10,"Amor de Verdade","MC Kekel",14176,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
11,SAD!,XXXTENTACION,13401,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,"Eastside (with Halsey & Khalid)","benny blanco",13225,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
13,"NÓS2 (feat. Deezy)",Bispo,13130,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
14,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,12921,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
15,"Girls Like You (feat. Cardi B)","Maroon 5",12913,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
16,Natural,"Imagine Dragons",12049,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
17,"In My Mind",Dynoro,11843,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,"Taste (feat. Offset)",Tyga,11793,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
19,Happier,Marshmello,11632,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,"Mesa 8","Wet Bed Gang",11369,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
21,"Água de Coco (Prod. Lhast)",ProfJam,11108,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
22,"Better Now","Post Malone",10938,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
23,"Promises (with Sam Smith)","Calvin Harris",10506,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
24,Rise,"Jonas Blue",10336,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
25,Youngblood,"5 Seconds of Summer",10221,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
26,"Faz Gostoso",Blaya,9961,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
27,"Solo (feat. Demi Lovato)","Clean Bandit",9878,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
28,"Coração Não Tem Idade (Vou Beijar)",Toy,9254,https://open.spotify.com/track/42RynyXHcGYj6Cvwrh7eIZ
29,"Dona Maria","Thiago Brava",9144,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
30,breathin,"Ariana Grande",9037,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
31,"Sin Pijama","Becky G",8951,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
32,"I Like It","Cardi B",8739,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
33,"SICKO MODE","Travis Scott",8478,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
34,"Chaminé (Zara G)","Wet Bed Gang",8476,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
35,"One Kiss (with Dua Lipa)","Calvin Harris",8330,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
36,"Prova dos 9",Piruka,8278,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
37,"Não Sinto","Wet Bed Gang",8277,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
38,Rain,mishlawi,8238,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
39,"Vaina Loca",Ozuna,8199,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
40,"No Brainer","DJ Khaled",8141,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
41,"Jackie Chan",Tiësto,8141,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
42,"Beautiful (feat. Camila Cabello)",Bazzi,7851,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
43,"God is a woman","Ariana Grande",7812,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
44,"God's Plan",Drake,7770,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
45,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,7721,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
46,Better,Khalid,7515,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
47,Sauce,Sippinpurpp,7453,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
48,"The Ringer",Eminem,7418,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
49,Moonlight,XXXTENTACION,7170,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
50,"Be Alright","Dean Lewis",7094,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
51,Nevermind,"Dennis Lloyd",7064,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
52,BEBE,6ix9ine,6826,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
53,"Wake Up in the Sky","Gucci Mane",6775,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
54,"X - Remix","Nicky Jam",6765,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
55,"Electricity (with Dua Lipa)","Silk City",6737,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
56,"Jocelyn Flores",XXXTENTACION,6579,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
57,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,6475,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
58,Aleluia,"Wet Bed Gang",6136,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
59,"Body (feat. brando)","Loud Luxury",6014,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
60,"Salto Alto",Piruka,6013,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
61,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,5972,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
62,Fall,Eminem,5855,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
63,changes,XXXTENTACION,5729,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
64,"Ta Tum Tum","MC Kevinho",5629,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
65,"Ocean (feat. Khalid)","Martin Garrix",5460,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
66,"Love Lies (with Normani)",Khalid,5412,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
67,Flames,"David Guetta",5318,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
68,X,"Nicky Jam",5252,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
69,Thunderclouds,Sia,5128,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
70,"rockstar (feat. 21 Savage)","Post Malone",5124,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
71,"Not Alike (feat. Royce Da 5'9)",Eminem,5098,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
72,Medicina,Anitta,5050,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
73,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,4955,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
74,Nonstop,Drake,4933,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
75,"Quero Que Tu Vá",Ananda,4918,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b
76,Downtown,Anitta,4846,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
77,"O Problema É Que Ela É Linda","David Carreira",4787,https://open.spotify.com/track/65aPEhYjS6AACi4sZM5rUy
78,FRIENDS,Marshmello,4740,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
79,"Eu Sei",Waze,4691,https://open.spotify.com/track/5YtsgM0gsDgBIHtJifBd1p
80,"Não Tens Visto","Wet Bed Gang",4658,https://open.spotify.com/track/3WzINtpiKu6mwJu8ax7EdC
81,Maluco,Karetus,4652,https://open.spotify.com/track/6h6rII20UySFUHiM3RPi6p
82,STARGAZING,"Travis Scott",4539,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
83,"Happy Now",Zedd,4523,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
84,"Pretty Little Fears (feat. J. Cole)",6LACK,4407,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
85,Greatest,Eminem,4405,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
86,"no tears left to cry","Ariana Grande",4347,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
87,"Say My Name","David Guetta",4299,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
88,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",4290,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
89,"Feels Like Summer","Childish Gambino",4216,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
90,"Look At Me!",XXXTENTACION,4213,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
91,Slowly,"Richie Campbell",4198,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
92,"Leave a Light On","Tom Walker",4167,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
93,"Born To Be Yours",Kygo,4140,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
94,"Everybody Dies In Their Nightmares",XXXTENTACION,4080,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
95,Kamikaze,Eminem,4053,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
96,"Water - Single Version","Richie Campbell",4039,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
97,"Mo Boy",Dillaz,4008,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
98,FMR,mishlawi,3960,https://open.spotify.com/track/5Dd8YD2T5AsOV9o8np2miQ
99,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",3913,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
100,"Psycho (feat. Ty Dolla $ign)","Post Malone",3901,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
101,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",3894,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
102,"I Like Me Better",Lauv,3888,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
103,Believer,"Imagine Dragons",3881,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
104,Paraíso,"Diogo Piçarra",3846,https://open.spotify.com/track/4sVLQiRPPYRQ3AcPcXJSLg
105,"O Sol","Vitor Kley",3845,https://open.spotify.com/track/3IfctMaf2sfvlSLRa42Cna
106,"Romance Com Safadeza","Wesley Safadão",3838,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
107,"Nice For What",Drake,3785,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
108,"A Fila Anda",Djodje,3770,https://open.spotify.com/track/0XIIRCazywV0esGSP1pVj5
109,REMEDY,Alesso,3745,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
110,Fuleragem,"MC WM",3743,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
111,"Look Alive (feat. Drake)","BlocBoy JB",3726,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
112,"Já Se Passou Tudo",Piruka,3719,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
113,"Ao Vivo E A Cores","Matheus & Kauan",3673,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
114,"Vem na Vibe",Blaya,3623,https://open.spotify.com/track/3KpCU8HElDBWFm2KusPzB5
115,"lovely (with Khalid)","Billie Eilish",3616,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
116,"Me Solta","Nego do Borel",3614,https://open.spotify.com/track/5nqehpNGoRAz4wUFK3wT9k
117,"Se Não Acordar Amanhã",Piruka,3609,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
