,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",37656,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"Lucky You (feat. Joyner Lucas)",Eminem,23603,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
3,"Te Boté - Remix","Nio Garcia",21413,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
4,"In My Feelings",Drake,20558,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
5,"I Love It (& Lil Pump)","Kanye West",19438,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
6,"Lucid Dreams","Juice WRLD",18402,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"Mafiosa (feat. Caroliina)",Lartiste,18243,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
8,"O Bebê","MC Kevinho",17547,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
9,Cafeína,"Dj Dadda",17479,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
10,"Eastside (with Halsey & Khalid)","benny blanco",16174,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,Natural,"Imagine Dragons",16023,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
12,"Amor de Verdade","MC Kekel",15450,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
13,"In My Mind",Dynoro,14922,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
14,"Girls Like You (feat. Cardi B)","Maroon 5",14859,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
15,"Promises (with Sam Smith)","Calvin Harris",14749,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
16,"NÓS2 (feat. Deezy)",Bispo,14439,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
17,SAD!,XXXTENTACION,14165,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
18,Happier,Marshmello,13909,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
19,"Taste (feat. Offset)",Tyga,13299,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
20,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,12749,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
21,"Água de Coco (Prod. Lhast)",ProfJam,12662,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
22,"Mesa 8","Wet Bed Gang",12476,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
23,"Better Now","Post Malone",12021,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
24,Youngblood,"5 Seconds of Summer",11997,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
25,Rise,"Jonas Blue",11576,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
26,"Faz Gostoso",Blaya,11072,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
27,Better,Khalid,11041,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
